apps/frappe/frappe/core/doctype/role/role.js +9,Edit Permissions,تحرير ضوابط
apps/frappe/frappe/templates/pages/me.html +21,Edit Profile,تعديل الملف الشخصي
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +160,Edit Properties,تحرير خصائص
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +14,Edit Role Permissions,ضوابط تحرير دور
apps/frappe/frappe/public/js/frappe/form/toolbar.js +80,Edit Title,تحرير العنوان
apps/frappe/frappe/public/js/frappe/form/control.js +1390,Edit as {0},تحرير ك {0}
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +556,Edit to add content,تعديل لإضافة محتوى
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +12,Edit to set heading,تحرير لتحديد التوجه
apps/frappe/frappe/public/js/frappe/form/grid.js +271,Edit via Upload,تحرير عبر التحميل
apps/frappe/frappe/public/js/frappe/form/grid_form.html +4,Editing Row,تحرير صف
DocType: Communication,Email,البريد الإلكتروني
DocType: Communication,Email Account,حساب البريد الإلكتروني
DocType: Email Account,Email Account Name,البريد الإلكتروني اسم الحساب
apps/frappe/frappe/email/smtp.py +143,Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,البريد الإلكتروني لحساب ليس الإعداد. الرجاء إنشاء حساب بريد إلكتروني جديد من الإعداد> بريد إلكتروني> حساب البريد الإلكتروني
DocType: Email Alert,Email Alert,تنبيه البريد الإلكتروني
DocType: Email Alert Recipient,Email Alert Recipient,مستقبل البريد تنبيه
DocType: Email Alert Recipient,Email By Document Field,البريد الإلكتروني بواسطة حقل الوثيقة
DocType: System Settings,Email Footer Address,البريد الإلكتروني تذييل العنوان
DocType: Email Account,Email Id,البريد الالكتروني
DocType: Email Account,Email Ids,قائمة البريد الإلكتروني
DocType: Blog Post,Email Sent,إرسال البريد الإلكتروني
DocType: Email Account,Email Server,خادم البريد الإلكتروني
DocType: User,Email Settings,إعدادات البريد الإلكتروني
DocType: User,Email Signature,توقيع البريد الالكترونى
DocType: Email Unsubscribe,Email Unsubscribe,البريد الإلكتروني إلغاء الاشتراك
apps/frappe/frappe/templates/pages/login.html +35,Email address,
apps/frappe/frappe/public/js/frappe/views/communication.js +384,Email not sent to {0} (unsubscribed / disabled),البريد الإلكتروني لا يتم إرسالها إلى {0} (غير المكتتب / المعوقين)
apps/frappe/frappe/utils/oauth.py +171,Email not verified with {1},البريد الإلكتروني لم يتم التحقق مع {1}
apps/frappe/frappe/email/smtp.py +20,Emails are muted,رسائل البريد الإلكتروني هي صامتة
apps/frappe/frappe/config/website.py +33,Embed image slideshows in website pages.,إدراج الصور في عرض الشرائح الخاص بالموقع.
DocType: Email Account,Enable Auto Reply,تمكين الرد التلقائي
DocType: Web Page,Enable Comments,تمكين تعليقات
DocType: Email Account,Enable Incoming,تمكين الوارد
DocType: Email Account,Enable Outgoing,تمكين الإرسال
apps/frappe/frappe/core/doctype/report/report.js +37,Enable Report,تمكين تقرير
DocType: System Settings,Enable Scheduled Jobs,تمكين المهام المجدولة
DocType: User,Enabled,تمكين
DocType: Event,Ends on,ينتهي في
apps/frappe/frappe/public/js/frappe/views/communication.js +342,Enter Email Recipient(s),أدخل البريد الإلكتروني المستلم (ق)
DocType: Customize Form,Enter Form Type,أدخل نوع النموذج
apps/frappe/frappe/public/js/frappe/ui/messages.js +59,Enter Value,أدخل القيمة
apps/frappe/frappe/core/doctype/doctype/doctype.py +457,Enter at least one permission row,يدخل الصف إذن واحد على الأقل
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",إدخال الحقول القيمة الافتراضية (مفاتيح) والقيم. إذا قمت بإضافة قيم متعددة للحقل، وسيتم اختيار أول واحد. وتستخدم هذه الافتراضات أيضا إلى وضع قواعد إذن &quot;مباراة&quot;. لمشاهدة قائمة من المجالات، انتقل إلى &quot;نموذج تخصيص&quot;.
apps/frappe/frappe/core/doctype/file/file_list.js +78,Enter folder name,أدخل اسم المجلد
apps/frappe/frappe/config/setup.py +199,"Enter keys to enable login via Facebook, Google, GitHub.",أدخل مفاتيح لتمكين تسجيل الدخول عبر الفيسبوك ، وجوجل، جيثب .
apps/frappe/frappe/public/js/frappe/form/save.js +84,Enter the name of the new {0},أدخل اسم جديد {0}
apps/frappe/frappe/public/js/frappe/ui/messages.js +163,Enter your password,ادخل رقمك السري
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +6,Equals,تساوي
DocType: Scheduler Log,Error,خطأ
apps/frappe/frappe/public/html/error_snapshot.html +32,Error Report,أبلغ عن مشكلة
DocType: Error Snapshot,Error Snapshot,خطأ لقطة
apps/frappe/frappe/model/document.py +441,Error: Document has been modified after you have opened it,تم تعديل الوثيقة بعد أن كنت قد فتحه: خطأ
apps/frappe/frappe/templates/base.html +137,Error: Not a valid id?,خطأ: لا بطاقة هوية صالحة؟
apps/frappe/frappe/config/core.py +47,Errors in Background Events,أخطاء في خلفية الأحداث
DocType: Event,Event,حدث
DocType: Event Role,Event Role,الحدث الدور
DocType: Event,Event Type,نوع الحدث
apps/frappe/frappe/config/desk.py +21,Event and other calendars.,التقويم والأحداث.
apps/frappe/frappe/desk/doctype/event/event.py +20,Event end must be after start,يجب أن يكون نهاية الحدث بعد بداية
apps/frappe/frappe/desk/doctype/event/event.py +59,Events In Today's Calendar,الأحداث في التقويم اليوم
DocType: Event,Every Day,كل يوم
DocType: Event,Every Month,كل شهر
DocType: Event,Every Week,كل أسبوع
DocType: Event,Every Year,كل سنة
apps/frappe/frappe/desk/doctype/event/event.py +28,Every day events should finish on the same day.,يجب على كل أحداث اليوم ينتهي في نفس اليوم.
DocType: DocShare,Everyone,كل شخص
DocType: Note,Everyone can read,يمكن أن يقرأها الجميع
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +176,Example,مثال
apps/frappe/frappe/core/doctype/report/report.js +11,Example:,على سبيل المثال:
DocType: Error Snapshot,Exception,استثناء
DocType: Error Snapshot,Exception Type,نوع الاستثناء
apps/frappe/frappe/public/js/frappe/ui/tree.js +122,Expand,وسع
DocType: Bulk Email,Expired,منتهي الصالحية
DocType: DocPerm,Export,تصدير
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +3,Export Template,قالب التصدير
apps/frappe/frappe/public/js/frappe/misc/tools.js +8,Export not allowed. You need {0} role to export.,الصادرات غير مسموح به. تحتاج {0} دور للتصدير.
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +17,Exported,تصدير
DocType: Email Alert Recipient,"Expression, Optional",التعبير والاختياري
DocType: Social Login Keys,Facebook,الفيسبوك
DocType: Social Login Keys,Facebook Client ID,الفيسبوك عميل معرف
DocType: Social Login Keys,Facebook Client Secret,الفيسبوك العميل السري
DocType: Website Settings,Facebook Share,الفيسبوك شارك
DocType: User,Facebook User ID,الفيسبوك الرقم
DocType: User,Facebook Username,الفيسبوك اسم المستخدم
DocType: Website Settings,FavIcon,فافيكون
apps/frappe/frappe/desk/page/applications/applications.js +129,Featured,متميز
apps/frappe/frappe/desk/page/activity/activity.js +203,Feb,فبراير
DocType: User,Female,أنثى
apps/frappe/frappe/core/doctype/doctype/doctype.py +347,Field '{0}' cannot be set as Unique as it has non-unique values,المجال &#39;{0}&#39; لا يمكن تعيين فريدة من نوعها كما أن لديها القيم غير فريد
DocType: Custom Field,Field Description,حقل الوصف
DocType: Property Setter,Field Name,حقل الاسم
DocType: Custom Field,Field Type,نوع الحقل
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",الحقل الذي يمثل حالة سير العمل للصفقة (إذا حقل غير موجود، سيتم إنشاء حقل مخصص جديد مخفي)
apps/frappe/frappe/core/doctype/doctype/doctype.py +294,Field {0} in row {1} cannot be hidden and mandatory without default,الحقل {0} في {1} الصف لا يمكن أن تكون مخفية وإلزامية دون الافتراضي
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +208,Field {0} is not selectable.,الحقل {0} ليس اختيار.
apps/frappe/frappe/core/doctype/doctype/doctype.py +276,Field {0} of type {1} cannot be mandatory,الحقل {0} من نوع {1} لا يمكن أن تكون إلزامية
DocType: Custom Field,Fieldname,اسم الحقل
apps/frappe/frappe/core/doctype/doctype/doctype.py +422,Fieldname is required in row {0},مطلوب Fieldname في الصف {0}
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +32,Fieldname not set for Custom Field,Fieldname لم يتم تعيين ل حقل مخصص
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +58,Fieldname which will be the DocType for this link field.,Fieldname التي ستكون DOCTYPE لهذا الحقل الارتباط.
apps/frappe/frappe/core/doctype/doctype/doctype.py +272,Fieldname {0} appears multiple times in rows {1},Fieldname {0} تظهر عدة مرات في الصفوف {1}
apps/frappe/frappe/model/db_schema.py +539,Fieldname {0} cannot have special characters like {1},FIELDNAME {0} لا يمكن أن يكون أحرف خاصة مثل {1}
DocType: DocType,Fields,الحقول
DocType: Customize Form,"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box",حقول مفصولة بفواصل ستدرج (،) في &quot;البحث عن طريق&quot; قائمة مربع الحوار بحث ل
DocType: Web Form Field,Fieldtype,نوع الحقل
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +269,Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype لا يمكن تغييرها من {0} إلى {1} في {2} الصف
apps/frappe/frappe/core/doctype/doctype/doctype.py +350,Fieldtype {0} for {1} cannot be indexed,Fieldtype {0} ل {1} لا يمكن فهرستها
apps/frappe/frappe/core/doctype/doctype/doctype.py +328,Fieldtype {0} for {1} cannot be unique,Fieldtype {0} ل {1} لا يمكن أن تكون فريدة من نوعها
DocType: File,File,
apps/frappe/frappe/core/doctype/file/file.py +327,File '{0}' not found,ملف &#39;{0}&#39; غير موجود
apps/frappe/frappe/config/desktop.py +19,File Manager,مدير الملفات
DocType: File,File Name,اسم الملف
DocType: File,File Size,حجم الملف
DocType: File,File URL,ملف URL
apps/frappe/frappe/utils/csvutils.py +25,File not attached,ملف لا تعلق
apps/frappe/frappe/public/js/frappe/request.js +95,File size exceeded the maximum allowed size of {0} MB,تجاوز حجم الملف الحد الأقصى المسموح به حجم {0} MB
apps/frappe/frappe/core/doctype/file/file.py +119,File {0} does not exist,ملف {0} غير موجود
DocType: User,Fill Screen,ملء الشاشة
DocType: DocPerm,Filter records based on User Permissions defined for a user,تصفية السجلات استنادا إلى صلاحيات المستخدمين المخصصة للمستخدم
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_sidebar.html +3,Filter...,تصفية ...
apps/frappe/frappe/templates/pages/list.py +47,"Filtered by ""{0}""",تمت تصفيتها من قبل &quot;{0}&quot;
DocType: Email Alert,Filters,فلاتر
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +172,Find {0} in {1},البحث عن {0} في {1}
apps/frappe/frappe/core/doctype/error_snapshot/error_snapshot_list.js +11,First Level,المستوى الأول
DocType: User,First Name,الاسم الأول
apps/frappe/frappe/core/page/data_import_tool/exporter.py +62,First data column must be blank.,يجب أن يكون عمود البيانات الأولى فارغة.
DocType: DocField,Float,رقم عشري
DocType: System Settings,Float Precision,دقة الرقم  العشري
DocType: DocField,Fold,طية
apps/frappe/frappe/core/doctype/doctype/doctype.py +364,Fold can not be at the end of the form,أضعاف لا يمكن أن يكون في نهاية النموذج
apps/frappe/frappe/core/doctype/doctype/doctype.py +362,Fold must come before a Section Break,أضعاف يجب أن يأتي قبل استراحة القسم
DocType: File,Folder,مجلد
apps/frappe/frappe/core/doctype/file/file.py +108,Folder is mandatory,المجلد إلزامي
apps/frappe/frappe/core/doctype/file/file.py +249,Folder {0} does not exist,المجلد {0} غير موجود
apps/frappe/frappe/core/doctype/file/file.py +197,Folder {0} is not empty,المجلد {0} ليست فارغة
DocType: Print Format,Font,
DocType: Print Settings,Font Size,حجم الخط
DocType: Email Account,Footer,تذييل
DocType: Website Theme,Footer Color,تذييل اللون
DocType: Website Settings,Footer Items,تذييل العناصر
DocType: Website Theme,Footer Text Color,تذييل لون الخط
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +48,"For comparative filters, start with",لتصفية المقارنات، ابدأ مع
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +19,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,على سبيل المثال إذا قمت بإلغاء وتعديل INV004 أنها سوف تصبح وثيقة INV004-1 جديدة. هذا يساعدك على تتبع كل تعديل.
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +579,"For example: If you want to include the document ID, use {0}",على سبيل المثال: إذا كنت تريد تضمين الوثيقة ID، استخدم {0}
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +49,For ranges,للنطاقات
DocType: Top Bar Item,For top bar,الشريط العلوي لل
apps/frappe/frappe/core/page/data_import_tool/exporter.py +66,"For updating, you can update only selective columns.",لتحديث، يمكنك تحديث الأعمدة انتقائية فقط.
apps/frappe/frappe/core/doctype/doctype/doctype.py +465,For {0} at level {1} in {2} in row {3},ل {0} في {1} مستوى في {2} في {3} الصف
apps/frappe/frappe/templates/pages/login.html +50,Forgot Password?,هل نسيت كلمة المرور؟
apps/frappe/frappe/public/js/frappe/ui/page.js +4,Form,شكل
DocType: Print Format,Format Data,تنسيق البيانات
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +39,Forums,المنتديات
DocType: Contact Us Settings,Forward To Email Address,توجيه إلى البريد الإلكتروني
DocType: Currency,Fraction,جزء
DocType: Currency,Fraction Units,العملة الرئيسية مقابل الفرعية
DocType: Error Snapshot,Frames,إطارات
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js +4,Frappe Framework,الإطار فرابي
DocType: Event,Friday,الجمعة
DocType: Error Snapshot,Friendly Title,عنوان دية
DocType: Communication,From,من
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +305,From Date must be before To Date,يجب أن تكون من تاريخ إلى تاريخ قبل
DocType: Communication,From Full Name,من الاسم الكامل
DocType: About Us Team Member,Full Name,الاسم
apps/frappe/frappe/public/js/frappe/form/print_layout.html +20,Full Page,صفحة كاملة
DocType: Email Account,GMail,بريد جوجل
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +8,Gantt,جانت
apps/frappe/frappe/public/js/frappe/views/ganttview.js +45,Gantt Chart,مخطط جانت
DocType: User,Gender,جنس
DocType: Country,Geo,الجغرافية
apps/frappe/frappe/public/js/frappe/model/create_new.js +280,Get,الحصول على
apps/frappe/frappe/public/js/frappe/model/create_new.js +269,Get From ,
DocType: User,Get your globally recognized avatar from Gravatar.com,الحصول على الرمزية الخاص بك المعترف بها عالميا من Gravatar.com
DocType: Social Login Keys,GitHub,جيثب
DocType: Social Login Keys,GitHub Client ID,جيثب معرف عميل
DocType: Social Login Keys,GitHub Client Secret,جيثب سر عميل
DocType: User,Github User ID,جيثب هوية المستخدم
DocType: User,Github Username,جيثب اسم المستخدم
DocType: Email Unsubscribe,Global Unsubscribe,إلغاء الاشتراك العالمية
DocType: Web Form,Go to this url after completing the form.,.الذهاب إلى هذا الرابط بعد الانتهاء من النموذج
DocType: Social Login Keys,Google,جوجل
DocType: Website Settings,Google Analytics ID,جوجل تحليلات ID
DocType: Social Login Keys,Google Client ID,معرف عميل جوجل
DocType: Social Login Keys,Google Client Secret,سر عميل جوجل
DocType: Website Theme,Google Font (Heading),خطوط قوقل (للعنوان)
DocType: Website Theme,Google Font (Text),خطوط قوقل (للنصوص)
DocType: Website Settings,Google Plus One,جوجل زائد واحد
DocType: User,Google User ID,جوجل هوية المستخدم
DocType: Event,Groups,مجموعات
apps/frappe/frappe/config/core.py +17,Groups of DocTypes,مجموعات من DocTypes
DocType: Communication,Guest,الزائر
DocType: Web Page,HTML for header section. Optional,HTML ل مقطع الرأس . اختياري
apps/frappe/frappe/templates/pages/login.html +63,Have an account? Login,هل لديك حساب؟ تسجيل الدخول
DocType: Web Page,Header,رأس
DocType: DocField,Heading,العنوان
DocType: Website Theme,Heading Style,يتجه نمط
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +142,Help,مساعدة
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +16,Help for User Permissions,مساعدة لضوابط العضو
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +88,Help on Search,دليل البحث
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +146,Help: Field Properties,مساعدة: خصائص الحقل
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")",مساعدة: لربط إلى سجل آخر في النظام، استخدم &quot;# نموذج / ملاحظة / [اسم ملاحظة]&quot;، كما URL رابط. (لا تستخدم &quot;الإلكتروني http://&quot;)
DocType: Print Format,Helvetica,هلفتيكا
DocType: DocField,Hidden,مخفي
DocType: DocType,Hide Actions,إخفاء عمليات
DocType: DocType,Hide Copy,إخفاء نسخة
DocType: Website Settings,Hide Footer Signup,إخفاء تذييل اشترك
DocType: DocType,Hide Heading,إخفاء عنوان
DocType: Website Theme,Hide Sidebar,إخفاء الشريط الجانبي
DocType: DocType,Hide Toolbar,إخفاء شريط الأدوات
apps/frappe/frappe/public/js/frappe/form/layout.js +93,Hide details,
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +197,Hide field in Report Builder,إخفاء حقل في منشئ التقرير
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +193,Hide field in Standard Print Format,إخفاء الحقل في تنسيق طباعة قياسي
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +189,Hide field in form,الميدانية في شكل إخفاء
DocType: ToDo,High,ارتفاع
DocType: Company History,Highlight,تسليط الضوء على
apps/frappe/frappe/core/doctype/file/file_list.js +164,Home,سطح المكتب
DocType: Website Settings,Home Page,الصفحة الرئيسية
DocType: Website Settings,Home Page is Products,الصفحة الرئيسية المنتجات غير
apps/frappe/frappe/core/doctype/file/test_file.py +43,Home/Test Folder 1,الصفحة الرئيسية / اختبار المجلد 1
apps/frappe/frappe/core/doctype/file/test_file.py +74,Home/Test Folder 1/Test Folder 3,مجلد الوطن / اختبار 1 / مجلد اختبار 3
apps/frappe/frappe/core/doctype/file/test_file.py +57,Home/Test Folder 2,الصفحة الرئيسية / مجلد اختبار 2
apps/frappe/frappe/public/js/frappe/ui/editor.html +69,Horizontal Line Break,استراحة الخط الأفقي
DocType: Currency,"How should this currency be formatted? If not set, will use system defaults",كيف ينبغي أن يتم تنسيق هذه العملة؟ إذا لم يتم تعيين و، استخدم افتراضيات النظام
DocType: Property Setter,ID (name) of the entity whose property is to be set,ID (اسم) للكيان الذي هو الملكية التي سيتم تحديدها
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +373,ID field is required to edit values using Report. Please select the ID field using the Column Picker,مطلوب حقل معرف لتعديل القيم باستخدام التقرير. يرجى تحديد الحقل ID باستخدام لاقط العمود
DocType: DocType,Icon,رمز
DocType: Workflow State,Icon will appear on the button,سوف تظهر أيقونة على زر
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,If Document Type,إذا نوع الوثيقة
apps/frappe/frappe/core/doctype/doctype/doctype.py +481,If Owner,إذا المالك
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.",إذا لم يكن لديك الوصول دور في المستوى 0، ثم مستويات أعلى لا معنى لها.
DocType: Workflow,"If checked, all other workflows become inactive.",إذا تم، جميع مهام سير العمل الأخرى تصبح خاملة.
DocType: Website Settings,"If checked, the Home page will be the default Item Group for the website.",إذا تم، سيكون في الصفحة الرئيسية يجب أن يكون فريق المدينة الافتراضية للموقع.
DocType: Website Theme,"If image is selected, color will be ignored.",إذا تم تحديد صورة، سيتم تجاهل اللون.
DocType: Email Account,If non standard port (e.g. 587),إذا لم يكن من المنافذ القياسية(port) (على سبيل المثال 587)
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +38,"If these instructions where not helpful, please add in your suggestions on GitHub Issues.",إذا هذه التعليمات حيث لم تكن مفيدة ، يرجى إضافة في اقتراحاتكم بشأن قضايا جيثب .
DocType: DocPerm,If user is the owner,إذا كان المستخدم هو المالك
apps/frappe/frappe/core/page/data_import_tool/exporter.py +70,"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.","إذا كنت تقوم بتحديث، يرجى تحديد ""الكتابة"" لن يتم حذف الصفوف الموجودة آخر."
apps/frappe/frappe/core/page/data_import_tool/exporter.py +64,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","إذا كنت تحميل سجلات جديدة، ""تسمية السلسلة"" تصبح إلزامية، إذا كان موجودا."
apps/frappe/frappe/core/page/data_import_tool/exporter.py +63,"If you are uploading new records, leave the ""name"" (ID) column blank.","إذا كنت تحميل سجلات جديدة، وترك ""اسم"" (ID) العمود فارغا."
DocType: Top Bar Item,"If you set this, this Item will come in a drop-down under the selected parent.",إذا قمت بتعيين هذا ، فإن هذا البند تأتي في قائمة منسدلة تحت الأصل المحدد .
apps/frappe/frappe/core/doctype/user/user.py +545,"If you think this is unauthorized, please change the Administrator password.",إذا كنت تعتقد أن هذا غير المصرح به، الرجاء تغيير كلمة مرور المسؤول.
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +421,If {0} is permitted,إذا {0} مسموح
DocType: DocField,Ignore User Permissions,تجاهل أذونات المستخدم
DocType: System Settings,Ignore User Permissions If Missing,تجاهل أذونات المستخدم إذا مفقود
DocType: Email Account,Ignore attachments over this size,تجاهل إرفاق ملفات أكثر من هذا الحجم
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +59,Ignore encoding errors.,تجاهل أخطاء الترميز.
apps/frappe/frappe/model/rename_doc.py +350,Ignored: {0} to {1},تجاهل: {0} إلى {1}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +858,"Ignoring Item {0}, because a group exists with the same name!",تجاهل البند {0} ، لأن مجموعة موجودة بنفس الاسم !
DocType: DocField,Image,صورة
DocType: About Us Team Member,Image Link,رابط الصورة
DocType: DocPerm,Import,استيراد
apps/frappe/frappe/config/setup.py +95,Import / Export Data,استيراد / تصدير البيانات
apps/frappe/frappe/config/setup.py +97,Import / Export Data from .csv files.,استيراد / تصدير البيانات من ملفات CSV.
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +160,Import Failed,فشل الاستيراد
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +81,"Import Request Queued. This may take a few moments, please be patient.",استيراد طلب قائمة الانتظار. هذا قد يستغرق بضع لحظات، يرجى التحلي بالصبر.
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +108,Import Successful!,تم الاستيراد بنجاح
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +87,Importing,استيراد
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.js +86,Importing...,استيراد ...
apps/frappe/frappe/public/js/frappe/ui/filters/edit_filter.html +8,In,في
DocType: DocType,In Dialog,في مربع حوار
DocType: DocField,In Filter,في تصفية
DocType: System Settings,In Hours,في ساعات
DocType: Web Form,"In JSON as [{""title"":""Jobs"", ""name"":""jobs""}]",في JSON كما [{&quot;عنوان&quot;: &quot;جوبز&quot;، &quot;اسم&quot;: &quot;وظائف&quot;}]
DocType: DocField,In List View,عرض في القائمة
DocType: Communication,In Reply To,ردا على
DocType: Custom Field,In Report Filter,في تصفية التقرير
DocType: Print Settings,In points. Default is 9.,في نقطة. الافتراضي هو 9.
apps/frappe/frappe/email/doctype/email_account/email_account_list.js +18,Inbox,صندوق الوارد
apps/frappe/frappe/model/document.py +752,Incorrect value in row {0}: {1} must be {2} {3},قيمة غير صحيحة في الصف {0} : {1} يجب أن يكون {2} {3}
apps/frappe/frappe/model/document.py +754,Incorrect value: {0} must be {1} {2},قيمة غير صحيحة: {0} يجب أن يكون {1} {2}
apps/frappe/frappe/public/js/frappe/ui/editor.html +65,Indent (Tab),البادئة (TAB)
DocType: DocField,Index,مؤشر
DocType: Communication,Info,معلومات
apps/frappe/frappe/core/page/data_import_tool/exporter.py +231,Info:,معلومات:
apps/frappe/frappe/public/js/frappe/ui/editor.js +446,Insert,إدراج
apps/frappe/frappe/public/js/frappe/form/grid_form.html +10,Insert Above,إدراج فوق
DocType: Custom Field,Insert After,إدراج بعد
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +112,Insert After cannot be set as {0},إدراج بعد لا يمكن تعيين ك {0}
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +108,"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist",إدراج بعد الحقل '{0}' المذكورة في حقل مخصص '{1}' غير موجود
apps/frappe/frappe/public/js/frappe/form/grid_form.html +26,Insert Below,إدراج بالأسفل
DocType: Web Page,Insert Code,إدراج شفرة
apps/frappe/frappe/public/js/frappe/ui/editor.html +49,Insert Link,إدراج رابط
DocType: Web Page,Insert Style,إدراج شكل
apps/frappe/frappe/public/js/frappe/ui/editor.html +46,Insert picture (or just drag & drop),إدراج الصورة (أو مجرد سحب والإسقاط)
apps/frappe/frappe/desk/page/applications/application_row.html +16,Install,تثبيت
apps/frappe/frappe/config/setup.py +193,Install Applications.,تثبيت التطبيقات .
apps/frappe/frappe/desk/page/applications/applications.js +160,Install {0}?,تثبيت {0}؟
apps/frappe/frappe/desk/page/applications/application_row.html +11,Installed,مثبت
apps/frappe/frappe/desk/page/applications/applications.js +95,Installed Apps,التطبيقات المثبتة
apps/frappe/frappe/desk/page/applications/applications.py +76,Installing App {0},تثبيت التطبيقات {0}
DocType: DocField,Int,الباحث
DocType: Dropbox Backup,Integrations,التكاملات
DocType: Communication,Integrations can use this field to set email delivery status,يمكن التكامل استخدام هذا الحقل لتغيير الحالة تسليم البريد الإلكتروني
DocType: DocShare,Internal record of document shares,السجل الداخلي للأسهم وثيقة
DocType: About Us Settings,Introduce your company to the website visitor.,تقديم الشركة للزائر الموقع.
DocType: Contact Us Settings,Introduction,مقدمة
DocType: Contact Us Settings,Introductory information for the Contact Us Page,المعلومات التمهيدية لصفحة اتصل بنا
apps/frappe/frappe/public/js/frappe/form/control.js +438,Invalid Email: {0},صالح البريد الإلكتروني: {0}
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +201,Invalid Filter: {0},تصفية الباطلة: {0}
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +23,Invalid Home Page,الصفحة الرئيسية غير صالحة
apps/frappe/frappe/utils/verified_command.py +39,Invalid Link,رابط غير صالح
apps/frappe/frappe/templates/includes/login/login.js +125,Invalid Login,تسجيل الدخول غير صالحة
apps/frappe/frappe/templates/pages/login.py +54,Invalid Login Token,صالح رمز الدخول
apps/frappe/frappe/email/receive.py +57,Invalid Mail Server. Please rectify and try again.,خادم البريد غير صالحة . يرجى تصحيح و حاول مرة أخرى.
apps/frappe/frappe/email/smtp.py +177,Invalid Outgoing Mail Server or Port,خادم البريد الصادر غير صالحة أو port
apps/frappe/frappe/auth.py +74,Invalid Request,طلب غير صالح
apps/frappe/frappe/utils/oauth.py +203,Invalid Token,رمز غير صحيح
apps/frappe/frappe/email/receive.py +91,Invalid User Name or Support Password. Please rectify and try again.,اسم المستخدم غير صحيح أو كلمة المرور الدعم . يرجى تصحيح و حاول مرة أخرى.
apps/frappe/frappe/client.py +162,Invalid file path: {0},مسار الملف غير صالح: {0}
apps/frappe/frappe/email/smtp.py +30,Invalid login or password,تسجيل الدخول أو كلمة المرور غير صالحة
apps/frappe/frappe/model/naming.py +90,Invalid naming series (. missing),سلسلة تسمية غير صالحة (. في عداد المفقودين)
